SAVED BY: 
TITLE: 
COMMENTS: 
DATE: 1/22/2015
TIME: 4:31 PM

STIMULUS, RESPONSE
 8.977100E+9,   4.865E-1
 8.977200E+9,   4.865E-1
 8.977300E+9,   4.890E-1
 8.977400E+9,   4.890E-1
 8.977500E+9,   4.870E-1
 8.977600E+9,   4.880E-1
 8.977700E+9,   4.905E-1
 8.977800E+9,   4.895E-1
 8.977900E+9,   4.885E-1
 8.978000E+9,   4.895E-1
 8.978100E+9,   4.910E-1
 8.978200E+9,   4.895E-1
 8.978300E+9,   4.925E-1
 8.978400E+9,   4.910E-1
 8.978500E+9,   4.915E-1
 8.978600E+9,   4.905E-1
 8.978700E+9,   4.920E-1
 8.978800E+9,   4.920E-1
 8.978900E+9,   4.920E-1
 8.979000E+9,   4.930E-1
 8.979100E+9,   4.930E-1
 8.979200E+9,   4.910E-1
 8.979300E+9,   4.955E-1
 8.979400E+9,   4.940E-1
 8.979500E+9,   4.940E-1
 8.979600E+9,   4.930E-1
 8.979700E+9,   4.935E-1
 8.979800E+9,   4.945E-1
 8.979900E+9,   4.959E-1
 8.980000E+9,   4.945E-1
 8.980100E+9,   4.935E-1
 8.980200E+9,   4.964E-1
 8.980300E+9,   4.969E-1
 8.980400E+9,   4.950E-1
 8.980500E+9,   4.969E-1
 8.980600E+9,   4.974E-1
 8.980700E+9,   4.969E-1
 8.980800E+9,   4.974E-1
 8.980900E+9,   4.979E-1
 8.981000E+9,   4.994E-1
 8.981100E+9,   4.984E-1
 8.981200E+9,   4.984E-1
 8.981300E+9,   4.964E-1
 8.981400E+9,   4.979E-1
 8.981500E+9,   4.999E-1
 8.981600E+9,   4.994E-1
 8.981700E+9,   4.969E-1
 8.981800E+9,   4.984E-1
 8.981900E+9,   5.004E-1
 8.982000E+9,   4.989E-1
 8.982100E+9,   5.014E-1
 8.982200E+9,   4.984E-1
 8.982300E+9,   4.999E-1
